protocol,sheet,attribute_name,definition,type,format_text,unit,id_variable
seagrass_epifauna,epifauna_data,0.5mm,"Count of individuals between Xmm and Ymm, where Y = the current sieve mesh size and X = the next largest sieve mesh size",integer,XXX,count,NA
seagrass_epifauna,epifauna_data,individuals_not_sieved,Count of individuals that were not sieved,integer,XXX,count,NA
seagrass_epifauna,epifauna_data,epifauna_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA
seagrass_macroalgae,sample_metadata,sample_collection_date,The date the sample was collected in the field,date,YYYY-MM-DD,NA,1
seagrass_macroalgae,sample_metadata,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,text,XXX-YYY,NA,1
seagrass_macroalgae,sample_metadata,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",text,NA,NA,1
seagrass_macroalgae,sample_metadata,transect,"The transect at the location the sample came from: 1, 2, or 3",numeric,NA,NA,1
seagrass_macroalgae,sample_metadata,sample_processing_date,The date the sample was processed in the lab,date,YYYY-MM-DD,NA,NA
seagrass_macroalgae,sample_metadata,transect_begin_decimal_latitude,"Latitude of the transect beginning, in decimal degrees (to five decimal places)",numeric,xx.xxxxx,NA,NA
seagrass_macroalgae,sample_metadata,transect_begin_decimal_longitude,"Longitude of the transect beginning, in decimal degrees (to five decimal places)",numeric,xxx.xxxxx,NA,NA
seagrass_macroalgae,sample_metadata,transect_end_decimal_latitude,"Latitude of the transect ending, in decimal degrees (to five decimal places)",numeric,xx.xxxxx,NA,NA
seagrass_macroalgae,sample_metadata,transect_end_decimal_longitude,"Latitude of the transect ending, in decimal degrees (to five decimal places)",numeric,xxx.xxxxx,NA,NA
seagrass_macroalgae,sample_metadata,depth_m,"Site depth in meters. For sites spanning a depth range, please provide a single average depth.",numeric,NA,meters,NA
seagrass_macroalgae,sample_metadata,data_collector,Name(s) of data collector(s),text,NA,NA,NA
seagrass_macroalgae,sample_metadata,data_entry_person,Full name of data entry person,text,NA,NA,NA
seagrass_macroalgae,sample_metadata,sample_metadata_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA
seagrass_macroalgae,sample_data,sample_collection_date,The date the sample was collected in the field,date,YYYY-MM-DD,NA,1
seagrass_macroalgae,sample_data,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,text,XXX-YYY,NA,1
seagrass_macroalgae,sample_data,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",text,NA,NA,1
seagrass_macroalgae,sample_data,transect,"The transect at the location the sample came from: 1, 2, or 3",numeric,NA,NA,1
seagrass_macroalgae,sample_data,quadrat,The distance along the transect that the sample was collected (from 1-50 m),numeric,NA,meters,2
seagrass_macroalgae,sample_data,macroalgae_id,"Provide the most accurate and feasible level of identification for this sample. Options include full scientific name (genus and species), a coarser taxonomic classification, or functional group.",text,NA,NA,NA
seagrass_macroalgae,sample_data,sample_processing_person,The full name of the person processing the sample (no initials; ONLY one name per sample),text,NA,NA,NA
seagrass_macroalgae,sample_data,tin_mass_macroalgae_g,"Mass of the empty tin to hold the macroalgae, in grams",integer,XX.XX,grams,NA
seagrass_macroalgae,sample_data,tin_and_macroalgae_dry_mass_g,"Mass of the empty tin and macroalgae that have been dried to a constant weight, in grams",integer,XX.XX,grams,NA
seagrass_macroalgae,sample_data,sample_data_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA
seagrass_shoots,sample_metadata,sample_collection_date,The date the sample was collected in the field,date,YYYY-MM-DD,NA,1
seagrass_shoots,sample_metadata,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,text,XXX-YYY,NA,1
seagrass_shoots,sample_metadata,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",text,NA,NA,1
seagrass_shoots,sample_metadata,transect,"The transect at the location the sample came from: 1, 2, or 3",numeric,NA,NA,1
seagrass_shoots,sample_metadata,sample_processing_date,The date the sample was processed in the lab,date,YYYY-MM-DD,NA,NA
seagrass_shoots,sample_metadata,transect_begin_decimal_latitude,"Latitude of the transect beginning, in decimal degrees (to five decimal places)",numeric,xx.xxxxx,NA,NA
seagrass_shoots,sample_metadata,transect_begin_decimal_longitude,"Longitude of the transect beginning, in decimal degrees (to five decimal places)",numeric,xxx.xxxxx,NA,NA
seagrass_shoots,sample_metadata,transect_end_decimal_latitude,"Latitude of the transect ending, in decimal degrees (to five decimal places)",numeric,xx.xxxxx,NA,NA
seagrass_shoots,sample_metadata,transect_end_decimal_longitude,"Latitude of the transect ending, in decimal degrees (to five decimal places)",numeric,xxx.xxxxx,NA,NA
seagrass_shoots,sample_metadata,depth_m,"Site depth in meters. For sites spanning a depth range, please provide a single average depth.",numeric,NA,meters,NA
seagrass_shoots,sample_metadata,data_collector,Name(s) of data collector(s),text,NA,NA,NA
seagrass_shoots,sample_metadata,data_entry_person,Full name of data entry person,text,NA,NA,NA
seagrass_shoots,sample_metadata,sample_metadata_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA
seagrass_shoots,blade_measurement_data,sample_collection_date,The date the sample was collected in the field,date,YYYY-MM-DD,NA,1
seagrass_shoots,blade_measurement_data,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,text,XXX-YYY,NA,1
seagrass_shoots,blade_measurement_data,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",text,NA,NA,1
seagrass_shoots,blade_measurement_data,transect,"The transect at the location the sample came from: 1, 2, or 3",numeric,NA,NA,1
seagrass_shoots,blade_measurement_data,quadrat,The distance along the transect that the sample was collected (from 1-50 m),numeric,NA,meters,2
seagrass_shoots,blade_measurement_data,scientific_name,"Scientific name using standard scientific nomenclature. If the species cannot be identified to species, report genus or higher.",text,NA,NA,NA
seagrass_shoots,blade_measurement_data,identification_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA
seagrass_shoots,blade_measurement_data,sample_processing_person,The full name of the person processing the sample (no initials; ONLY one name per sample),text,NA,NA,NA
seagrass_shoots,blade_measurement_data,blade_rank,"Rank of the blade from youngest or innermost, to oldest. Use a integer scale starting at 1 for the youngest blade.",numeric,NA,NA,NA
seagrass_shoots,blade_measurement_data,blade_length_mm,Blade length in millimeters,integer,XX,millimeters,NA
seagrass_shoots,blade_measurement_data,blade_width_mm,Blade width in millimeters,integer,XX,millimeters,NA
seagrass_shoots,blade_measurement_data,blade_measurement_data_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA
seagrass_shoots,sheath_and_epibiont_data,sample_collection_date,The date the sample was collected in the field,date,YYYY-MM-DD,NA,1
seagrass_shoots,sheath_and_epibiont_data,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,text,XXX-YYY,NA,1
seagrass_shoots,sheath_and_epibiont_data,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",text,NA,NA,1
seagrass_shoots,sheath_and_epibiont_data,transect,"The transect at the location the sample came from: 1, 2, or 3",numeric,NA,NA,1
seagrass_shoots,sheath_and_epibiont_data,quadrat,The distance along the transect that the sample was collected (from 1-50 m),numeric,NA,meters,2
seagrass_shoots,sheath_and_epibiont_data,scientific_name,"Scientific name using standard scientific nomenclature. If the species cannot be identified to species, report genus or higher.",text,NA,NA,NA
seagrass_shoots,sheath_and_epibiont_data,identification_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA
seagrass_shoots,sheath_and_epibiont_data,sample_processing_person,The full name of the person processing the sample (no initials; ONLY one name per sample),text,NA,NA,NA
seagrass_shoots,sheath_and_epibiont_data,blade_length_mm,Blade length in millimeters,integer,XX,millimeters,NA
seagrass_shoots,sheath_and_epibiont_data,blade_width_mm,Blade width in millimeters,integer,XX,millimeters,NA
seagrass_shoots,sheath_and_epibiont_data,sheath_length_mm,Sheath length in millimeters,integer,XX,millimeters,NA
seagrass_shoots,sheath_and_epibiont_data,number_grazing_scars,Number of grazing scars on seagrass blades,integer,XX,NA,NA
seagrass_shoots,sheath_and_epibiont_data,tin_mass_epibiont_g,"Mass of the empty tin to hold the epibionts, in grams",integer,XX.XX,grams,NA
seagrass_shoots,sheath_and_epibiont_data,tin_and_epibiont_dry_mass_g,"Mass of the empty tin and epibionts that have been dried to a constant weight, in grams",integer,XX.XX,grams,NA
seagrass_shoots,sheath_and_epibiont_data,tin_mass_blades_g,"Mass of the empty tin to hold the blades, in grams",integer,XX.XX,grams,NA
seagrass_shoots,sheath_and_epibiont_data,tin_and_blades_dry_mass_g,"Mass of the empty tin and blades that have been dried to a constant weight, in grams",integer,XX.XX,grams,NA
seagrass_shoots,sheath_and_epibiont_data,sheath_and_epibiont_data_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA
sediment_organic_matter,sample_metadata,sample_collection_date,The date the sample was collected in the field,date,YYYY-MM-DD,NA,1
sediment_organic_matter,sample_metadata,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,text,XXX-YYY,NA,1
sediment_organic_matter,sample_metadata,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",text,NA,NA,1
sediment_organic_matter,sample_metadata,transect,"The transect at the location the sample came from: 1, 2, or 3",numeric,NA,NA,1
sediment_organic_matter,sample_metadata,transect_begin_decimal_latitude,"Latitude of the transect beginning, in decimal degrees (to five decimal places)",numeric,xx.xxxxx,NA,NA
sediment_organic_matter,sample_metadata,transect_begin_decimal_longitude,"Longitude of the transect beginning, in decimal degrees (to five decimal places)",numeric,xxx.xxxxx,NA,NA
sediment_organic_matter,sample_metadata,transect_end_decimal_latitude,"Latitude of the transect ending, in decimal degrees (to five decimal places)",numeric,xx.xxxxx,NA,NA
sediment_organic_matter,sample_metadata,transect_end_decimal_longitude,"Latitude of the transect ending, in decimal degrees (to five decimal places)",numeric,xxx.xxxxx,NA,NA
sediment_organic_matter,sample_metadata,sample_processing_date,The date the sample was processed in the lab,date,YYYY-MM-DD,NA,NA
sediment_organic_matter,sample_metadata,depth_m,"Site depth in meters. For sites spanning a depth range, please provide a single average depth.",numeric,NA,meters,NA
sediment_organic_matter,sample_metadata,data_collector,Name(s) of data collector(s),text,NA,NA,NA
sediment_organic_matter,sample_metadata,data_entry_person,Full name of data entry person,text,NA,NA,NA
sediment_organic_matter,sample_metadata,sample_metadata_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA
sediment_organic_matter,sample_data,sample_collection_date,The date the sample was collected in the field,date,YYYY-MM-DD,NA,1
sediment_organic_matter,sample_data,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,text,XXX-YYY,NA,1
sediment_organic_matter,sample_data,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",text,NA,NA,1
sediment_organic_matter,sample_data,transect,"The transect at the location the sample came from: 1, 2, or 3",numeric,NA,NA,1
sediment_organic_matter,sample_data,quadrat,The distance along the transect that the sample was collected (from 1-50 m),numeric,NA,meters,2
sediment_organic_matter,sample_data,scientific_name,"Scientific name using standard scientific nomenclature. If the species cannot be identified to species, report genus or higher.",text,NA,NA,NA
sediment_organic_matter,sample_data,identification_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA
sediment_organic_matter,sample_data,sample_processing_person,The full name of the person processing the sample (no initials; ONLY one name per sample),text,NA,NA,NA
sediment_organic_matter,sample_data,tin_mass_g,"Empty tin mass, in grams.",decimal,XX.XX,grams,NA
sediment_organic_matter,sample_data,sediment_volume_ml,"Sediment volume, in milliliters.",decimal,XX.XX,milliliters,NA
sediment_organic_matter,sample_data,tin_and_sediment_dry_mass_g,Mass of the tin and sediment after drying to a constant weight.,decimal,XX.XX,grams,NA
sediment_organic_matter,sample_data,tin_and_sediment_ash_free_dry_mass_g,Mass of the tin and ass free sediment after placing in a muffle furnace.,decimal,XX.XX,grams,NA
sediment_organic_matter,sample_data,sample_data_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA
visual_census,sample_metadata,sample_collection_date,The date the sample was collected in the field,date,YYYY-MM-DD,NA,1
visual_census,sample_metadata,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,text,XXX-YYY,NA,1
visual_census,sample_metadata,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",text,NA,NA,1
visual_census,sample_metadata,transect,The transect at the location the sample came from: 1 or 2,numeric,NA,NA,1
visual_census,sample_metadata,transect_decimal_latitude,"Latitude of the transect beginning, in decimal degrees (to five decimal places)",numeric,xx.xxxxx,NA,NA
visual_census,sample_metadata,transect_decimal_longitude,"Longitude of the transect beginning, in decimal degrees (to five decimal places)",numeric,xxx.xxxxx,NA,NA
visual_census,sample_metadata,sample_collection_time,The time of day the sample was collected in the field in 24 hour format,time,HH:MM,NA,NA
visual_census,sample_metadata,diver,The diver's name,text,NA,NA,NA
visual_census,sample_metadata,buddy,The buddy's name,text,NA,NA,NA
visual_census,sample_metadata,data_entry_person,Full name of data entry person,text,NA,NA,NA
visual_census,sample_metadata,depth_m,"Site depth in meters. For sites spanning a depth range, please provide a single average depth",numeric,NA,meters,NA
visual_census,sample_metadata,visibility_m,Site visibility in meters,numeric,XX,meters,NA
visual_census,sample_metadata,direction,Transect direction,numeric,XXX,0-360 degrees,NA
visual_census,sample_metadata,sample_metadata_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA
visual_census,fish_survey_data,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,text,XXX-YYY,NA,1
visual_census,fish_survey_data,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",text,NA,NA,1
visual_census,fish_survey_data,sample_collection_date,The date the sample was collected in the field,date,YYYY-MM-DD,NA,1
visual_census,fish_survey_data,transect,"The transect at the location the sample came from: 1, 2, or 3.",numeric,NA,NA,1
visual_census,fish_survey_data,block,The block at the location the sample came from: 1 or 2,numeric,NA,NA,NA
visual_census,fish_survey_data,method,"1, 2, or 0.
1 = Fish surveys; 
2 = Mobile macroinvertebrate and cryptic fish surveys; 
0 = Large, rare, or non-resident species seen outside the block boundary or the time of the survey",numeric,X,number,NA
visual_census,fish_survey_data,taxon_id,A unique string (typically 3 digits) used to identify a single taxon. See the 'TaxaList' sheet for a list of TaxaCodes,text,NA,NA,NA
visual_census,fish_survey_data,invert_count,"Count of inverts for that invert taxa, in the block",numeric,XXX,count,NA
visual_census,fish_survey_data,2.5,The count of fish <2.5 cm,numeric,XXX,count,NA
visual_census,fish_survey_data,5,Count of fish 2.5-5 cm,numeric,XXX,count,NA
visual_census,fish_survey_data,7.5,Count of fish 5-7.5 cm,numeric,XXX,count,NA
visual_census,fish_survey_data,10,Count of fish 7.5-10 cm,numeric,XXX,count,NA
visual_census,fish_survey_data,12.5,Count of fish 10-12.5 cm,numeric,XXX,count,NA
visual_census,fish_survey_data,15,Count of fish 12.5-15 cm,numeric,XXX,count,NA
visual_census,fish_survey_data,20,Count of fish 15-20 cm,numeric,XXX,count,NA
visual_census,fish_survey_data,25,Count of fish 20-25 cm,numeric,XXX,count,NA
visual_census,fish_survey_data,30,Count of fish 25-30 cm,numeric,XXX,count,NA
visual_census,fish_survey_data,35,Count of fish 30-35 cm,numeric,XXX,count,NA
visual_census,fish_survey_data,40,Count of fish 35-40 cm,numeric,XXX,count,NA
visual_census,fish_survey_data,50,Count of fish 40-50 cm,numeric,XXX,count,NA
visual_census,fish_survey_data,62.5,Count of fish 50-62.5 cm,numeric,XXX,count,NA
visual_census,fish_survey_data,75,Count of fish 62.5-75 cm,numeric,XXX,count,NA
visual_census,fish_survey_data,87.5,Count of fish 75-87.5 cm,numeric,XXX,count,NA
visual_census,fish_survey_data,100,Count of fish 87.5-100 cm,numeric,XXX,count,NA
visual_census,fish_survey_data,112.5,Count of fish 100-112.5 cm,numeric,XXX,count,NA
visual_census,fish_survey_data,125,Count of fish 112.5-125 cm,numeric,XXX,count,NA
visual_census,fish_survey_data,137.5,Count of fish 125-137.5 cm,numeric,XXX,count,NA
visual_census,fish_survey_data,150,Count of fish 137.5-150 cm,numeric,XXX,count,NA
visual_census,fish_survey_data,162.5,Count of fish 150-162.5 cm,numeric,XXX,count,NA
visual_census,fish_survey_data,175,Count of fish 162.5-175 cm,numeric,XXX,count,NA
visual_census,fish_survey_data,187.5,Count of fish 175-187.5 cm,numeric,XXX,count,NA
visual_census,fish_survey_data,200,Count of fish 187.5-200 cm,numeric,XXX,count,NA
visual_census,fish_survey_data,250,Count of fish 200-250 cm,numeric,XXX,count,NA
visual_census,fish_survey_data,300,Count of fish 250-300cm,numeric,XXX,count,NA
visual_census,fish_survey_data,350,Count of fish 300-350 cm,numeric,XXX,count,NA
visual_census,fish_survey_data,400,Count of fish >350 cm,numeric,XXX,count,NA
visual_census,fish_survey_data,fish_survey_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA
visual_census,taxa_list,taxon_id,The unique identifier for a single taxon. This column should include ALL uniquie TaxonID entries from the 'SampleData' sheet,text,NA,NA,NA
visual_census,taxa_list,scientific_name,"Corresponding TaxonID's scientific name using standard scientific nomenclature. If the species cannot be identified to species, report genus or higher",text,NA,NA,NA
visual_census,taxa_list,taxon_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA
